,b1,a2,b2,RatioTotalArea,frac,Nc
51449,0.0625,0.4,0.04,0.059847340050885565,0.8,6.38006
48628,0.125,0.01,0.002,0.039320173652329836,0.8,17.8278
52698,0.1,0.1,0.0002,0.007913671894392696,0.95,56.8929
33491,0.05,0.3,0.006,0.042097341558103234,0.5,7.098489999999999
61933,0.00625,0.01,0.0025,0.0001759291886010285,0.99,545.1303472999998
31736,0.07142857142857142,0.15,0.05,0.05901706199243682,0.6,9.35523
24722,0.5,0.25,0.016666666666666666,0.24478242759220475,0.7,4.11667
47096,0.5,0.25,0.125,0.2356194490192345,0.8,4.82223
4637,0.1,0.05,0.0033333333333333327,0.14925183098429504,0.05,4.06458
44417,0.0025,0.3,0.0006,0.0015739379194484866,0.7,10.3134
45305,0.001,0.005,0.0001,8.003207285020006e-05,0.95,112.204
10915,0.03333333333333333,0.005,0.0005,0.04712467520201029,0.1,5.43981
24199,0.0125,0.5,0.00625,0.01030835089459151,0.95,5.4736199999999995
441,0.5,0.01,0.0033333333333333327,0.7068688190332154,0.1,1.59562
26631,0.16666666666666666,0.25,0.005,0.1328631893080683,0.5,5.50435
17901,0.005,0.5,0.005,0.007853981633974483,0.3,5.5135
29436,0.08333333333333333,0.3,0.3,0.20682151636132806,0.5,3.9947
36253,0.016666666666666666,0.5,0.0125,0.023561944901923447,0.4,5.2805599999999995
18984,0.0025,0.5,0.08333333333333333,0.04201880174176348,0.3,4.97044
44199,0.005,0.01,2e-05,0.002356634313163848,0.7,18.3749
20419,0.0005,0.25,0.0005,0.0007068583470577035,0.2,6.6623800000000015
39990,0.016666666666666666,0.05,0.0016666666666666668,0.008037241205433887,0.7,17.31
57816,0.01,0.5,0.08333333333333333,0.1251401073679934,0.95,4.1243099999999995
60921,0.01,0.2,0.0025,0.0017121679962064376,0.99,32.90613424
7576,0.0625,0.05,0.016666666666666666,0.09339693159734656,0.05,4.61345
33087,0.0625,0.45,0.09,0.11851658285667492,0.7,4.64101
9132,0.05555555555555555,0.2,0.022222222222222227,0.06527531402458793,0.3,6.07845
45063,0.0005,0.3,0.075,0.04971570374305848,0.7,8.03603
1083,0.25,0.4,0.1,0.3659955441432109,0.1,2.66757
56042,0.0625,0.3,0.0375,0.038484510006474966,0.95,11.295
55523,0.00625,0.025,0.0035714285714285718,0.0021878948837500338,0.8,27.3466
47126,0.5,0.3,0.06,0.20231856689118266,0.8,4.82454
26033,0.25,0.05,0.0033333333333333327,0.2358288885294738,0.4,4.19773
42054,0.0005,0.1,0.014285714285714287,0.00226643470008978,0.4,9.18546
32112,0.05555555555555555,0.01,0.0033333333333333327,0.05240176546187775,0.4,7.4965899999999985
5717,0.08333333333333333,0.2,0.06666666666666668,0.12644910430698916,0.05,4.25352
11476,0.03333333333333333,0.2,0.001,0.0368404098510963,0.3,6.654439999999999
52117,0.05555555555555555,0.4,0.0004,0.01785541637960279,0.8,7.36671
61970,0.03333333333333333,0.25,0.125,0.09771662149603252,0.99,9.98923748
11239,0.025,0.25,0.016666666666666666,0.036651914291880916,0.1,5.48169
13403,0.0125,0.15,0.05,0.019831303625785567,0.05,5.5808800000000005
14335,0.01,0.15,0.016666666666666666,0.014922565104551519,0.1,5.9412
50070,0.1,0.4,0.13333333333333333,0.16650441064025906,0.9,4.80395
53313,0.03333333333333333,0.3,0.1,0.085870199198121,0.8,7.59652
50763,0.07142857142857142,0.15,0.003,0.023570920880933703,0.8,17.3829
46789,0.5,0.2,0.004,0.08080176305032946,0.9,10.8062
28943,0.1,0.25,0.25,0.17278759594743862,0.4,4.4430000000000005
19167,0.0005,0.025,0.003125,0.000758400101530661,0.05,5.9215800000000005
11868,0.025,0.45,0.075,0.04260785036431157,0.05,5.05675
48139,0.16666666666666666,0.05,0.0033333333333333327,0.052778756580308506,0.8,15.5703
16286,0.005,0.05,0.01,0.007539822368615503,0.05,5.80043
5047,0.08333333333333333,0.5,0.25,0.15707963267948966,0.1,3.8300199999999998
47640,0.5,0.3,0.15,0.1735729941108361,0.95,6.03369
59949,0.016666666666666666,0.15,0.0015,0.000961589151386276,0.99,57.0336804
19422,0.0005,0.15,0.03,0.0021205750411731105,0.1,6.18334
61446,0.025,0.5,0.016666666666666666,0.026310838473814515,0.99,5.236362322
41274,0.00625,0.025,0.005,0.004162610266006476,0.6,13.6945
61538,0.00625,0.4,0.013333333333333334,0.01668578398137879,0.99,8.151105114
22902,0.0125,0.1,0.016666666666666666,0.0066758843888783115,0.9,40.591
14047,0.01,0.5,0.5,0.0926769832808989,0.1,4.1607199999999995
17019,0.00625,0.25,0.025,0.012762720155208532,0.3,7.01665
53459,0.16666666666666666,0.1,0.005,0.004173082241518444,0.99,102.781
2252,0.16666666666666666,0.45,0.05625,0.2071160406726021,0.3,3.59516
10674,0.05,0.025,0.0027777777777777783,0.05504332128477117,0.3,6.5548
35835,0.016666666666666666,0.05,0.005,0.016022122533307943,0.4,8.71445
60741,0.0625,0.45,0.0045000000000000005,0.00727985557653095,0.99,6.775200947
60292,0.01,0.35,0.06999999999999999,0.07635640944549991,0.99,7.842279362
34139,0.05555555555555555,0.45,0.01125,0.04444917272516559,0.6,5.54654
51609,0.05555555555555555,0.005,5e-05,0.01745392083847401,0.8,22.4946
58809,0.00625,0.005,0.0008333333333333334,0.00011113384012073902,0.99,547.9316177999998
34859,0.03333333333333333,0.01,0.0011111111111111113,0.026197392072434884,0.5,9.78829
39061,0.0125,0.025,5e-05,0.007856337828464675,0.6,13.3216
47386,0.25,0.4,0.05,0.0958185759344887,0.9,5.84883
29460,0.1,0.25,0.005,0.049872783375737965,0.7,9.23423
29469,0.1,0.25,0.0025,0.04849833658979243,0.7,9.26712
31745,0.0625,0.05,0.008333333333333333,0.04974188368183839,0.5,8.7297
6860,0.07142857142857142,0.4,0.004,0.10684107815908374,0.05,4.36511
2980,0.16666666666666666,0.25,0.041666666666666664,0.21598449493429828,0.2,3.7826199999999996
37776,0.01,0.15,0.0015,0.009707521299592459,0.4,8.62988
23357,0.0025,0.005,0.0007142857142857143,0.0004027970580852627,0.9,55.7121
58921,0.0005,0.025,0.025,0.0019517144360426595,0.99,367.2854533
2857,0.16666666666666666,0.1,0.0002,0.2094520766099339,0.2,3.9289300000000003
31803,0.0625,0.025,0.0016666666666666668,0.04915283505929032,0.5,8.76989
1958,0.25,0.3,0.01,0.3160442209511332,0.2,3.01051
13083,0.0125,0.4,0.08,0.027724555167929925,0.1,5.3832
1925,0.25,0.4,0.004,0.3733154550260751,0.05,2.60745
13754,0.0125,0.4,0.06666666666666668,0.022841996585475786,0.05,5.37829
11006,0.03333333333333333,0.01,1e-05,0.04188796487971698,0.2,6.1175
2612,0.16666666666666666,0.01,0.0025,0.20945521820258747,0.2,3.9431300000000014
10990,0.025,0.5,0.0005,0.03542145716922492,0.1,5.10973
26022,0.25,0.025,0.00625,0.11815333620610365,0.7,8.40397
38627,0.025,0.1,0.0033333333333333327,0.012514010736799345,0.7,16.0189
36662,0.05,0.005,0.00025,0.02356469379549534,0.7,15.3027
39980,0.00625,0.005,0.0007142857142857143,0.004914348508115462,0.5,10.9672
42930,0.0005,0.45,0.03,0.02159844949342983,0.5,5.81843
57702,0.01,0.2,0.01,0.006754424205218056,0.95,26.4001
62039,0.025,0.25,0.08333333333333333,0.0651880475619882,0.99,12.46341703
61692,0.07142857142857142,0.3,0.0003,0.0014019132817169205,0.99,15.27112387
31320,0.08333333333333333,0.01,0.0003333333333333333,0.03927723855273079,0.7,13.5857
26643,0.16666666666666666,0.2,0.06666666666666668,0.15184364492350666,0.5,5.57747
36542,0.016666666666666666,0.15,0.15,0.048432886742842636,0.5,7.95166
27092,0.16666666666666666,0.25,0.016666666666666666,0.16231562043547262,0.4,4.76808
5266,0.1,0.45,0.05625,0.14156801895239007,0.2,4.10007
50678,0.07142857142857142,0.05,0.01,0.02369658458707729,0.8,20.8818
61715,0.005,0.25,0.05,0.038955748904513435,0.99,15.192357500000002
42260,0.001,0.3,0.0075,0.004319689898685965,0.5,8.24616
31988,0.07142857142857142,0.35,0.011666666666666664,0.05257679705257775,0.6,6.68279
583,0.5,0.01,5e-05,0.628318844877224,0.2,1.7947799999999998
47267,0.5,0.15,0.00075,0.008203876515768054,0.99,49.0818
18147,0.005,0.2,0.06666666666666668,0.01806415775814131,0.3,7.094410000000001
53554,0.025,0.025,0.0025,0.00801106126665397,0.8,25.2318
28148,0.125,0.5,0.016666666666666666,0.12828170002158326,0.4,4.04349
57265,0.01,0.05,0.005555555555555557,0.0016144295580947554,0.95,99.0359
26010,0.25,0.025,0.025,0.1191841712955628,0.7,8.38358
18801,0.0005,0.005,0.00125,0.0007471100029318228,0.05,5.9204300000000005
31147,0.08333333333333333,0.05,0.00125,0.03940735284846697,0.7,13.4721
8317,0.0625,0.3,0.3,0.1350884841043611,0.2,4.253369999999999
2724,0.16666666666666666,0.15,0.05,0.2498875156542881,0.05,3.3121300000000002
7981,0.0625,0.2,0.05,0.0781471172580461,0.3,5.8578
45635,0.005,0.005,5e-05,0.00039344520995395214,0.95,110.309
3885,0.125,0.35,0.006999999999999999,0.18691690890695872,0.05,3.69142
53093,0.1,0.4,0.02666666666666667,0.03968878719035106,0.95,7.29311
3913,0.125,0.1,0.01,0.1577079512102076,0.2,4.441669999999999
51515,0.125,0.15,0.0015,0.01048899247217293,0.95,36.9661
43971,0.005,0.15,0.0003,0.0024551546587804236,0.7,15.9373
53608,0.025,0.1,0.1,0.03298672286269283,0.8,17.2012
45470,0.0005,0.3,0.0375,0.03361504139341079,0.95,11.5803
38831,0.00625,0.3,0.015,0.011545353001942487,0.4,7.33166
20194,0.0005,0.01,0.00125,0.0006361725123519332,0.2,7.0345699999999995
27566,0.125,0.25,0.08333333333333333,0.1308996938995747,0.5,5.684019999999999
49709,0.1,0.3,0.015,0.042725660088821185,0.8,9.33651
26343,0.16666666666666666,0.005,0.005,0.15711104860602554,0.4,5.26173
51025,0.08333333333333333,0.4,0.0008,0.013994748074191328,0.9,7.8429600000000015
24998,0.5,0.01,0.00025,0.4712420396311226,0.4,2.39127
2324,0.16666666666666666,0.1,0.0125,0.2360121481009332,0.1,3.50081
15511,0.00625,0.025,0.008333333333333333,0.00890117918517108,0.1,6.09194
23060,0.0125,0.05,0.000625,0.0020518527018758333,0.9,51.6034
18225,0.001,0.35,0.0017499999999999998,0.0016061392441477818,0.1,5.9249300000000025
1400,0.25,0.025,0.004166666666666668,0.3534618984523266,0.1,2.80302
59137,0.001,0.2,0.0025,0.0015707963267948967,0.99,32.95762588
3383,0.125,0.45,0.0045000000000000005,0.13935319613160926,0.3,4.114330000000002
54012,0.05555555555555555,0.1,0.0002,0.008783194927736262,0.9,37.9086
38719,0.01,0.05,0.00125,0.007952156404399165,0.5,10.7498
10626,0.05,0.025,0.025,0.055566920060369465,0.3,6.5438
21574,0.01,0.15,0.003,0.002843141351498763,0.9,32.4855
57646,0.05,0.5,0.0005,0.004673119072214821,0.95,5.5538099999999995
41842,0.0025,0.005,0.00125,0.001973312885536089,0.5,11.1474
9034,0.05555555555555555,0.3,0.0003,0.06117134682144845,0.3,5.7355599999999995
14242,0.0125,0.025,0.025,0.01610066234964769,0.2,6.661689999999999
30930,0.07142857142857142,0.5,0.001,0.0679481611076421,0.4,4.66517
12662,0.025,0.35,0.0875,0.05065818153913541,0.2,5.3848199999999995
31689,0.0625,0.1,0.005,0.049872783375737965,0.5,8.58408
53707,0.05555555555555555,0.35,0.0017499999999999998,0.01045844921026302,0.9,9.90788
53741,0.08333333333333333,0.025,0.0025,0.006731516758785636,0.95,80.5131
54697,0.05,0.2,0.2,0.12095131716320705,0.9,8.20093
14975,0.0125,0.15,0.00075,0.013850496611514,0.3,7.4234
24420,0.016666666666666666,0.5,0.5,0.7474372521665716,0.95,1.4869
57498,0.0005,0.45,0.0022500000000000003,0.002701769682087223,0.8,6.59116
14013,0.0125,0.005,0.000125,0.01767165502598344,0.1,5.92718
10616,0.05,0.05,0.0001,0.05498258382680176,0.3,6.54576
862,0.5,0.25,0.005,0.629103928881356,0.2,1.7638
25177,0.5,0.25,0.008333333333333333,0.4738568919164605,0.4,2.28135
22860,0.0125,0.15,0.00075,0.002281581664669587,0.9,32.75
55656,0.07142857142857142,0.45,0.0225,0.03582818121812717,0.95,6.10829
52284,0.05,0.025,0.0035714285714285718,0.015932362743205378,0.8,22.9046
44892,0.001,0.1,0.0033333333333333327,0.0012042771838760874,0.7,17.6953
18041,0.005,0.3,0.075,0.02670353755551324,0.3,6.345619999999999
7482,0.07142857142857142,0.005,0.0016666666666666668,0.0785476703213788,0.3,6.07142
23765,0.016666666666666666,0.1,0.03333333333333333,0.011257373675363428,0.95,51.8477
17537,0.0025,0.05,0.001,0.0035499996985564673,0.1,6.19128
5750,0.08333333333333333,0.01,0.00125,0.10472760910129374,0.2,5.1076
7801,0.0625,0.45,0.01125,0.07349363313991622,0.3,4.85909
9453,0.05555555555555555,0.35,0.035,0.07751007208106818,0.2,5.0309300000000015
41497,0.0125,0.01,0.0016666666666666668,0.005927138139772744,0.7,17.7788
33778,0.05,0.025,0.005,0.039466257710721785,0.5,9.17431
38324,0.01,0.3,0.015,0.014922565104551515,0.5,7.9020800000000015
21055,0.001,0.4,0.02666666666666667,0.030316369107141507,0.9,7.381289999999999
43572,0.0025,0.35,0.0017499999999999998,0.0027253316269891447,0.6,8.10183
43784,0.005,0.4,0.013333333333333334,0.01408480706359424,0.7,7.16898
28377,0.125,0.1,0.01,0.0804247719318987,0.6,8.67407
21418,0.01,0.2,0.05,0.029845130209103038,0.9,17.4826
38671,0.016666666666666666,0.5,0.01,0.01989675347273536,0.6,5.33078
53224,0.16666666666666666,0.15,0.025,0.0142811566044436,0.99,41.5603
9577,0.05,0.025,0.00125,0.07069565218281282,0.1,5.1
55788,0.00625,0.2,0.004,0.003974114706791088,0.8,17.4718
56868,0.0025,0.05,0.005,0.0014137166941154068,0.8,27.3895
8936,0.05555555555555555,0.4,0.002,0.061840506056663073,0.3,5.25246
48992,0.25,0.5,0.00625,0.02896155727528092,0.95,5.1272199999999994
41161,0.0025,0.4,0.013333333333333334,0.010341075818066404,0.5,6.6494800000000005
38992,0.01,0.005,0.0007142857142857143,0.007859591620855894,0.5,10.7786
47139,0.5,0.3,0.006,0.16160352610065892,0.8,5.19602
47355,0.25,0.45,0.075,0.13469578502266238,0.9,4.57744
57478,0.0005,0.45,0.03,0.034086280291449264,0.8,5.9507
22536,0.00625,0.3,0.01,0.009464047868939252,0.9,12.6521
35412,0.025,0.35,0.06999999999999999,0.05811946409141116,0.5,6.1668
54998,0.01,0.01,0.0016666666666666668,0.0031834805556376572,0.8,26.9748
16779,0.01,0.005,5e-06,0.010995597849509178,0.3,7.70982
17461,0.0025,0.1,0.011111111111111113,0.0038833575856873854,0.1,6.175
17084,0.0025,0.01,0.005,0.003738495257771854,0.05,5.86948
50470,0.16666666666666666,0.4,0.2,0.2518510110627817,0.95,3.89814
3401,0.125,0.4,0.05714285714285715,0.1589870282191692,0.3,4.14693
59540,0.016666666666666666,0.005,0.000625,0.000271518690071193,0.99,522.9866315
36721,0.016666666666666666,0.025,2.5e-05,0.013090951137661715,0.5,10.4682
49391,0.1,0.05,0.025,0.03455751918948772,0.8,18.8529
45512,0.0005,0.4,0.05,0.059729530326375936,0.95,6.77503
10950,0.03333333333333333,0.01,0.0014285714285714286,0.04189687802687417,0.2,6.11947
26877,0.16666666666666666,0.35,0.017499999999999998,0.09200939484201108,0.7,6.11646
32939,0.07142857142857142,0.005,0.0001,0.03366102084589083,0.7,14.1827
48309,0.16666666666666666,0.3,0.05,0.06859143960337713,0.9,9.15852
7824,0.0625,0.45,0.05,0.0968003236387355,0.05,4.43266
12935,0.025,0.025,0.003125,0.0275625667967292,0.3,7.2305800000000024
39146,0.005,0.01,0.00125,0.004728096943652639,0.4,9.19037
42628,0.01,0.025,0.00625,0.0050560006768710745,0.7,17.9423
7890,0.0625,0.005,0.000125,0.08835748973175378,0.1,4.87017
44247,0.0005,0.025,0.0003125,0.0003288854809226815,0.6,14.0452
794,0.5,0.2,0.03333333333333333,0.632507320922745,0.2,1.7723900000000001
5549,0.08333333333333333,0.005,0.0001,0.10472006927892512,0.2,5.09708
12414,0.025,0.15,0.00075,0.031486612370603705,0.2,6.23356
33418,0.05,0.3,0.0006,0.047350084474905366,0.4,6.43211
26223,0.25,0.35,0.017499999999999998,0.2433163510205295,0.4,3.5824
57220,0.05,0.2,0.04,0.02780309498426968,0.95,20.5441
26831,0.16666666666666666,0.4,0.08,0.1489114917801562,0.7,4.75325
12101,0.016666666666666666,0.35,0.017499999999999998,0.0254861704022472,0.1,5.5195
55389,0.05555555555555555,0.01,0.0016666666666666668,0.004413065013667666,0.95,89.8623
53982,0.08333333333333333,0.05,0.008333333333333333,0.007788531787024702,0.95,75.5842
21407,0.03333333333333333,0.2,0.05,0.03351032163829113,0.9,17.0713
36161,0.025,0.005,5e-05,0.019635346784017904,0.5,10.1298
17974,0.005,0.45,0.009000000000000001,0.008827875356587321,0.2,5.71175
33604,0.05,0.2,0.006666666666666667,0.04136430327226561,0.5,8.20567
18004,0.005,0.35,0.11666666666666665,0.043982297150257095,0.3,5.67101
7786,0.0625,0.4,0.02666666666666667,0.09494154798536154,0.05,4.479509999999999
3874,0.125,0.05,0.000625,0.1570992676335746,0.2,4.456119999999999
35565,0.05,0.5,0.16666666666666666,0.20682151636132806,0.7,3.4605099999999998
48962,0.125,0.25,0.0625,0.07853981633974483,0.8,9.2136
29811,0.1,0.35,0.05,0.0958185759344887,0.6,5.8330400000000004
55676,0.07142857142857142,0.5,0.05555555555555555,0.08851312635114099,0.95,4.48292
39880,0.005,0.45,0.005625,0.007893251542144356,0.4,5.95964
7771,0.0625,0.5,0.0005,0.06895795874629597,0.3,4.66551
56842,0.001,0.025,2.5e-05,0.0003157300616857741,0.8,27.9993
29641,0.1,0.2,0.005,0.06471680866394974,0.6,8.361839999999999
24313,0.025,0.45,0.0045000000000000005,0.008007134275836988,0.95,6.6947800000000015
31011,0.08333333333333333,0.15,0.021428571428571432,0.04633849164044945,0.7,11.8097
57330,0.0025,0.4,0.01,0.010838494654884788,0.8,7.60579
4034,0.125,0.25,0.016666666666666666,0.15969762655748115,0.2,4.27965
22545,0.0025,0.4,0.0008,0.0012974777659325847,0.9,8.30669
43604,0.0025,0.45,0.1125,0.09699667317958488,0.6,4.72544
25341,0.5,0.005,1e-05,0.3926991602385405,0.5,2.87585
932,0.5,0.45,0.03,0.748248830268749,0.05,1.49065
51329,0.08333333333333333,0.05,0.000625,0.013178326683339679,0.9,39.4731
59841,0.03333333333333333,0.5,0.001,0.002078687139125247,0.99,5.603740717999999
10567,0.03333333333333333,0.1,0.0005,0.04974973766347236,0.05,5.14546
19434,0.0005,0.2,0.004,0.0008717919613711678,0.05,5.87804
41416,0.0025,0.15,0.021428571428571432,0.007012483601762931,0.5,10.252
55372,0.05555555555555555,0.01,0.0025,0.004437935955508585,0.95,89.8262
60750,0.05,0.1,0.0005,0.0009409069997501436,0.99,118.6827636
31032,0.08333333333333333,0.45,0.05,0.09477137838329207,0.6,4.8552300000000015
37394,0.0125,0.25,0.08333333333333333,0.04254240051736178,0.5,7.535939999999999
11822,0.025,0.35,0.00035,0.037325655016382034,0.05,5.212269999999998
4691,0.1,0.1,0.0001,0.14922722184184195,0.05,4.06101
4685,0.1,0.1,0.001,0.1492413590087831,0.05,4.0606599999999995
46603,0.5,0.45,0.009000000000000001,0.0899909215620796,0.9,4.83181
22454,0.0125,0.25,0.025,0.01963495408493621,0.9,15.0917
32525,0.05555555555555555,0.35,0.0875,0.09084438756630484,0.4,5.32642
61530,0.016666666666666666,0.2,0.0004,0.0005106135259634612,0.99,33.59680116
49567,0.1,0.15,0.15,0.0879645943005142,0.8,10.2241
53201,0.16666666666666666,0.2,0.0004,0.002866808016155808,0.99,32.546
2129,0.16666666666666666,0.4,0.02666666666666667,0.2389704811830636,0.1,3.34515
41125,0.0125,0.1,0.001,0.006110397711232148,0.7,16.8743
12475,0.025,0.3,0.0003,0.02757375872055761,0.3,6.39035
3282,0.125,0.15,0.01,0.17718582566246432,0.1,3.9396
61610,0.05,0.5,0.0005,0.0015629423451609227,0.99,5.608797411
28452,0.125,0.15,0.016666666666666666,0.08325220532012953,0.6,8.24967
12699,0.016666666666666666,0.01,0.0025,0.023569798883557414,0.1,5.8227800000000025
48060,0.16666666666666666,0.01,0.0016666666666666668,0.05240176546187773,0.8,15.8038
19672,0.0005,0.025,0.0003125,0.0007093127163183206,0.1,6.24712
37270,0.025,0.2,0.006666666666666667,0.0182212373908208,0.6,10.5885
52236,0.05,0.01,0.0025,0.01577079512102076,0.8,22.9249
56369,0.05555555555555555,0.4,0.2,0.2431243648028101,0.95,3.955
3663,0.125,0.05,0.025,0.1867284133477433,0.05,3.75445
38099,0.016666666666666666,0.1,0.05,0.01989675347273536,0.6,12.1063
4662,0.1,0.01,0.0025,0.12567941410685968,0.2,4.82356
15793,0.01,0.3,0.15,0.04084070449666732,0.2,5.57895
5321,0.1,0.5,0.00625,0.12762720155208535,0.2,4.0735800000000015
18320,0.001,0.1,0.016666666666666666,0.0017540558982543013,0.05,5.89382
58544,0.03333333333333333,0.025,0.0005,0.0005624759846864731,0.99,461.9416589
46212,0.005,0.3,0.00375,0.0037502762302228155,0.95,14.127
6361,0.08333333333333333,0.45,0.005625,0.1063101864005396,0.2,4.41309
5621,0.08333333333333333,0.3,0.06,0.10859438605908717,0.3,5.05168
13140,0.0125,0.35,0.0007,0.017748427696455536,0.1,5.64498
15274,0.01,0.01,0.001,0.012572653799666357,0.2,6.741789999999999
58923,0.0125,0.005,5e-06,0.0001964272952675386,0.99,533.7375166999999
9959,0.05,0.45,0.45,0.2458296251434013,0.3,3.05504
50009,0.08333333333333333,0.05,0.00125,0.026337018412594424,0.8,20.0827
34157,0.05555555555555555,0.5,0.1,0.12915436464758034,0.6,4.08505
29243,0.1,0.025,0.000625,0.06286130550292328,0.6,9.640789999999999
26648,0.16666666666666666,0.2,0.03333333333333333,0.14137166941154067,0.5,5.71398
43528,0.0025,0.3,0.0375,0.022776546738526,0.6,8.35435
38478,0.016666666666666666,0.3,0.02,0.02178170906488924,0.6,8.43902
35821,0.03333333333333333,0.025,0.000625,0.02097340345505936,0.6,12.2244
16043,0.00625,0.005,0.0008333333333333334,0.007856599627852475,0.2,6.8547600000000015
3157,0.125,0.4,0.005,0.17734290529514382,0.1,3.7774900000000002
338,0.5,0.15,0.021428571428571432,0.5528081072941754,0.3,2.03295
12856,0.025,0.05,0.05,0.02984513020910303,0.3,7.185060000000001
42642,0.005,0.15,0.0375,0.013744467859455343,0.6,11.8426
6813,0.07142857142857142,0.25,0.125,0.10799224746714914,0.3,5.17908
14333,0.01,0.1,0.01,0.015079644737231009,0.05,5.66962
52739,0.1,0.15,0.025,0.01904590546238813,0.95,32.0303
12757,0.016666666666666666,0.35,0.017499999999999998,0.025833054591081067,0.05,5.3834
24860,0.5,0.05,0.05,0.24111723616301664,0.7,4.74897
34409,0.05555555555555555,0.5,0.001,0.02727949620867137,0.7,5.192019999999999
44193,0.0005,0.005,1e-05,0.0003142535131385871,0.6,14.0551
19301,0.0005,0.25,0.125,0.010524335389525808,0.1,5.8570400000000005
51152,0.08333333333333333,0.15,0.0375,0.028994282198755793,0.9,23.0181
48369,0.16666666666666666,0.25,0.0025,0.05393067388662477,0.8,10.1386
24867,0.5,0.01,0.0016666666666666668,0.39272526163750393,0.5,2.86845
22307,0.00625,0.5,0.08333333333333333,0.11879147221386405,0.9,4.17245
15416,0.00625,0.15,0.00075,0.00934427464902114,0.05,5.74965
38239,0.01,0.4,0.01,0.014137166941154073,0.5,6.5751
2530,0.16666666666666666,0.05,0.01,0.18373081035744304,0.3,4.50117
11553,0.025,0.15,0.0075,0.03748312734814322,0.05,5.31243
54393,0.08333333333333333,0.5,0.05555555555555555,0.08944812416470939,0.95,4.47138
48078,0.16666666666666666,0.01,0.0002,0.05236490410807562,0.8,15.8004
59874,0.0025,0.2,0.02,0.012479976816385454,0.99,27.76726267
45511,0.0005,0.4,0.05714285714285715,0.06825671038611966,0.95,6.5727100000000025
35402,0.025,0.4,0.004,0.02214822820780804,0.5,6.3918
54085,0.016666666666666666,0.01,0.000125,0.005239129348636577,0.8,26.2002
60682,0.05,0.005,6.25e-05,0.0007863700936246533,0.99,459.1387708
22391,0.001,0.005,2.5e-05,0.00015743306185301848,0.9,56.1247
50604,0.1,0.05,0.0005,0.015778649102654734,0.9,37.4306
25951,0.25,0.1,0.0002,0.11785370680676753,0.7,8.126669999999999
9679,0.05,0.15,0.003,0.07468351135746333,0.05,4.81496
9840,0.05,0.45,0.0022500000000000003,0.07477186865084556,0.05,4.6683900000000005
49631,0.1,0.2,0.03333333333333333,0.048171087355043496,0.8,12.6325
54238,0.08333333333333333,0.25,0.125,0.09981101659842573,0.95,9.46065
17620,0.0025,0.025,0.000125,0.003535273482992765,0.1,6.19552
44577,0.0005,0.45,0.15,0.1275486617357456,0.6,4.33571
60576,0.01,0.2,0.05,0.031258846903218444,0.99,21.73976105
38632,0.00625,0.1,0.0033333333333333327,0.006309365245959501,0.4,8.99545
47783,0.25,0.2,0.005,0.08105309046261665,0.8,9.85145
55546,0.0625,0.05,0.0071428571428571435,0.005974636028702022,0.95,81.1771
41767,0.0005,0.005,5e-05,0.000471553057303828,0.4,9.37842
51758,0.05555555555555555,0.025,0.000625,0.017492562428113166,0.8,22.4133
52912,0.16666666666666666,0.4,0.05714285714285715,0.0737077476392234,0.99,6.56347
31519,0.0625,0.25,0.03125,0.06872233929727672,0.4,6.35879
57286,0.001,0.3,0.0003,0.0005403539364174444,0.8,11.718
36635,0.0125,0.025,0.0125,0.01217367153266045,0.4,8.886239999999997
37684,0.016666666666666666,0.005,0.0005,0.010476687900946365,0.6,13.1017
8886,0.05555555555555555,0.45,0.15,0.12470377505499484,0.3,4.26774
49088,0.125,0.45,0.0225,0.06471680866394973,0.8,5.397069999999999
15437,0.00625,0.05,0.05,0.009621127501618741,0.1,6.08858
32989,0.0625,0.4,0.06666666666666668,0.08953539062730911,0.6,5.40949
20692,0.0005,0.15,0.005,0.0012566370614359172,0.3,7.800789999999999
25634,0.25,0.2,0.013333333333333334,0.20053833105414845,0.5,4.68182
19252,0.0025,0.25,0.03571428571428571,0.011163873894006584,0.3,7.0446300000000015
26666,0.16666666666666666,0.2,0.0002,0.1309625257526465,0.5,5.80644
51326,0.125,0.1,0.0033333333333333327,0.01081231471610488,0.95,52.8294
29186,0.1,0.025,0.025,0.06400995031689204,0.6,9.62957
34795,0.05555555555555555,0.1,0.016666666666666666,0.029845130209103038,0.7,14.1288
54598,0.05,0.45,0.0022500000000000003,0.010716757939558182,0.9,6.54385
27351,0.16666666666666666,0.15,0.075,0.12592550553139087,0.6,7.01695
60331,0.01,0.3,0.1,0.09346238144429632,0.99,8.741497263
21228,0.01,0.3,0.05,0.043982297150257095,0.9,10.2789
14978,0.0125,0.15,0.0003,0.013786879360278805,0.3,7.42996
21604,0.01,0.1,0.1,0.029845130209103038,0.9,24.2426
40640,0.0025,0.45,0.0022500000000000003,0.0036285395148962117,0.4,6.03765
49794,0.1,0.45,0.0045000000000000005,0.036505306634713394,0.8,5.848409999999999
11512,0.025,0.15,0.075,0.03907355862902305,0.05,5.28876
8598,0.05555555555555555,0.05,0.00625,0.08295222685494298,0.05,4.73039
5741,0.08333333333333333,0.2,0.004,0.12448037291073955,0.05,4.27146
5372,0.1,0.005,0.0003333333333333333,0.10995731367196954,0.3,5.51624
23069,0.00625,0.05,0.0033333333333333327,0.0014529866022852792,0.9,52.8637
8833,0.05555555555555555,0.5,0.03333333333333333,0.08552113334772214,0.05,4.51781
