,b1,a2,b2,RatioTotalArea,frac,Nc
52740,0.0625,0.3,0.00375,0.012998339604227766,0.9,12.3784
1192,0.25,0.25,0.125,0.36324665057131983,0.1,2.73883
47489,0.25,0.01,5e-05,0.07854107297680625,0.8,12.6044
239,0.5,0.2,0.0025,0.707015426690383,0.1,1.5856700000000001
54036,0.016666666666666666,0.005,5e-05,0.005236616074513706,0.8,26.2136
52346,0.05,0.1,0.1,0.04084070449666731,0.8,16.2843
12502,0.025,0.25,0.03571428571428571,0.035903916041026204,0.3,6.48819
1154,0.25,0.3,0.15,0.3675663404700058,0.1,2.7021900000000003
46007,0.0025,0.1,0.016666666666666666,0.0051705379090332005,0.95,62.0901
40556,0.0025,0.35,0.006999999999999999,0.0054349552907103395,0.4,6.98997
48051,0.25,0.01,0.0001,0.03927273560326064,0.9,25.2433
30040,0.08333333333333333,0.45,0.009000000000000001,0.08362919643856027,0.4,4.79441
56542,0.005,0.35,0.017499999999999998,0.01696460032938488,0.8,8.8534
41622,0.00625,0.15,0.01,0.0067544242052180545,0.6,12.3404
1181,0.25,0.3,0.00375,0.3537826027023806,0.1,2.74697
46068,0.005,0.15,0.015,0.007107853378746906,0.95,38.6594
1722,0.25,0.15,0.03,0.3737709859608456,0.05,2.64952
19117,0.0005,0.45,0.015,0.0028274333882308145,0.1,5.70076
43130,0.0005,0.2,0.0004,0.0005183627878423159,0.5,9.929680000000001
53492,0.025,0.005,1e-05,0.007854107297680626,0.8,25.3168
11909,0.025,0.5,0.00625,0.03779728661350218,0.05,5.082409999999999
30625,0.08333333333333333,0.35,0.11666666666666665,0.12906709818498066,0.7,5.5129800000000015
36383,0.016666666666666666,0.35,0.02333333333333333,0.02591813939211579,0.5,6.9272199999999975
7383,0.07142857142857142,0.4,0.013333333333333334,0.09311082226639462,0.2,4.701969999999998
51942,0.07142857142857142,0.25,0.05,0.046562891115705864,0.9,12.5174
1410,0.25,0.025,0.0025,0.35344880848293664,0.1,2.8026400000000002
36357,0.016666666666666666,0.35,0.35,0.20551251942233226,0.5,3.6242699999999997
41690,0.0025,0.025,2.5e-05,0.001964477156197868,0.5,11.1401
33795,0.05,0.025,0.0016666666666666668,0.039335358016822204,0.5,9.17756
35436,0.025,0.3,0.1,0.06675884388878309,0.5,6.40998
56695,0.0025,0.01,0.01,0.0010367255756846318,0.8,27.8426
18728,0.0025,0.05,0.0005,0.003157300616857743,0.2,6.963139999999999
18129,0.005,0.25,0.0025,0.006086835766330225,0.3,7.18917
11500,0.025,0.1,0.0002,0.03730955435403238,0.05,5.321969999999999
36030,0.03333333333333333,0.15,0.01875,0.02624538862686473,0.6,11.0269
13983,0.0125,0.005,0.0005,0.017672244074605985,0.1,5.93181
54258,0.08333333333333333,0.25,0.008333333333333333,0.01276272015520854,0.95,17.7358
46071,0.00625,0.1,0.0033333333333333327,0.0014857115257601735,0.95,70.17399999999999
32698,0.05555555555555555,0.1,0.03333333333333333,0.048869219055841226,0.5,8.70841
44040,0.001,0.35,0.35,0.2315353785695677,0.6,3.47975
39086,0.00625,0.5,0.01,0.012762720155208535,0.5,5.4386800000000015
11985,0.025,0.01,0.005,0.03144734246243383,0.2,6.32618
9367,0.05555555555555555,0.25,0.0005,0.06989170989611293,0.2,5.37515
15304,0.01,0.01,0.00025,0.01256794141068597,0.2,6.7464
55714,0.00625,0.1,0.01,0.0044767695313654545,0.8,24.6084
22044,0.005,0.005,0.0008333333333333334,0.00079717913584841,0.9,55.1328
7548,0.0625,0.025,0.004166666666666668,0.09328239436518444,0.05,4.62097
61542,0.0625,0.25,0.0005,0.0013705197951285482,0.99,21.69050988
31546,0.0625,0.2,0.002,0.04971570374305848,0.5,7.8959899999999985
45745,0.001,0.3,0.3,0.2686847116982671,0.95,4.05134
31668,0.0625,0.1,0.014285714285714287,0.05133137996490465,0.5,8.56122
16562,0.00625,0.05,0.0016666666666666668,0.007906341511534314,0.2,6.84854
13191,0.0125,0.025,0.008333333333333333,0.01868593130416429,0.05,5.61762
37417,0.01,0.005,5e-05,0.00942509212003474,0.4,8.97899
56860,0.0025,0.05,0.00625,0.0015707963267948967,0.8,27.3685
21319,0.005,0.25,0.0625,0.04496404485450392,0.9,12.4146
50371,0.08333333333333333,0.35,0.00035,0.02648781485996673,0.8,8.422839999999999
10275,0.05,0.15,0.001875,0.06300856765856029,0.2,5.65665
45668,0.001,0.15,0.016666666666666666,0.007539822368615503,0.95,38.2473
36499,0.016666666666666666,0.25,0.003125,0.014317154020265984,0.5,8.62168
35575,0.025,0.1,0.011111111111111113,0.02138028333693053,0.5,9.87456
60027,0.0625,0.1,0.001,0.0012927653769522008,0.99,116.7526068
44741,0.001,0.45,0.225,0.22313161822121505,0.7,3.50034
59362,0.005,0.4,0.08,0.0996041950820644,0.99,6.023040598
50056,0.1,0.45,0.015,0.034793138638506964,0.9,6.03837
53337,0.03333333333333333,0.3,0.0003,0.010698170183024441,0.8,11.0434
22614,0.025,0.15,0.00375,0.005517422097867073,0.9,31.1674
9266,0.05555555555555555,0.2,0.03333333333333333,0.07400196028455958,0.2,5.42046
131,0.5,0.4,0.004,0.5512866788519369,0.3,1.8928599999999998
49360,0.1,0.025,0.0025,0.03157300616857742,0.8,19.2463
53530,0.025,0.01,0.0001,0.007856494908097353,0.8,25.273000000000003
9611,0.05,0.1,0.1,0.07618362184955248,0.05,4.80816
12560,0.025,0.25,0.005,0.03220132469929538,0.2,6.01074
21972,0.016666666666666666,0.01,0.0001,0.002620821311379725,0.9,52.3726
15773,0.01,0.4,0.08,0.04115486376202629,0.3,5.53258
40654,0.0125,0.5,0.08333333333333333,0.09752027195518316,0.7,4.35688
23088,0.0005,0.05,0.0071428571428571435,0.001088337454993607,0.9,53.8999
61380,0.08333333333333333,0.1,0.05,0.016859880574265226,0.99,57.75820796
10358,0.05,0.15,0.021428571428571432,0.058007264353782964,0.3,6.36611
4886,0.1,0.35,0.00035,0.1492448933005184,0.05,3.98653
60473,0.07142857142857142,0.3,0.0075,0.00811989501215333,0.99,14.52078555
14132,0.01,0.4,0.002,0.014388494353441254,0.1,5.61255
52548,0.05,0.45,0.03,0.049637163926718735,0.8,5.68495
20181,0.0005,0.01,0.0033333333333333327,0.0006492624817418907,0.2,7.03388
15959,0.01,0.5,0.16666666666666666,0.06492624817418906,0.2,4.63818
30479,0.07142857142857142,0.15,0.025,0.07203223155730883,0.4,6.77982
55843,0.00625,0.3,0.006,0.006487388829662922,0.8,11.323
52215,0.05,0.005,6.25e-05,0.015708748666112358,0.8,22.9474
24073,0.03333333333333333,0.4,0.04444444444444445,0.05567600313861912,0.95,6.88355
11921,0.025,0.005,0.001,0.03534448814921197,0.1,5.6241
61441,0.0125,0.025,0.00125,0.00029354256356979645,0.99,501.3586954
761,0.5,0.15,0.005,0.6287897696159971,0.2,1.7847400000000002
41712,0.0025,0.01,0.002,0.0019949113350295187,0.5,11.1554
47178,0.5,0.4,0.05,0.2073451151369264,0.8,3.9276
53991,0.05555555555555555,0.1,0.01,0.011554079648202459,0.9,36.7333
37990,0.01,0.5,0.00625,0.01335176877775662,0.4,5.4291599999999995
32701,0.05555555555555555,0.1,0.025,0.04756022211684549,0.5,8.740210000000001
42798,0.01,0.01,1e-05,0.004712608891870442,0.7,17.9938
32223,0.05555555555555555,0.05,0.0033333333333333327,0.052569317070069205,0.4,7.47357
29994,0.1,0.05,0.000625,0.04719261214314418,0.7,12.7734
4289,0.1,0.2,0.028571428571428574,0.14316686521359198,0.1,4.22922
6982,0.07142857142857142,0.05,0.025,0.09054518826596296,0.2,5.3040199999999995
26021,0.25,0.05,0.0125,0.23640484718263194,0.4,4.19373
23269,0.025,0.005,0.00025,0.003930525108722529,0.9,50.6326
25225,0.5,0.35,0.11666666666666665,0.5225515780471023,0.4,2.10894
31082,0.08333333333333333,0.15,0.0003,0.03936886833846049,0.7,12.1091
51321,0.0625,0.15,0.00015,0.019691502752700814,0.8,17.9696
57432,0.0025,0.5,0.016666666666666666,0.021729349187329404,0.8,5.30126
13815,0.0125,0.45,0.0642857142857143,0.023197295754631773,0.05,5.32932
14941,0.01,0.005,0.0007142857142857143,0.014138288938530353,0.1,5.9919
1601,0.25,0.01,0.0002,0.3730644417730533,0.05,2.6564900000000002
23583,0.0125,0.025,0.00125,0.0010750137361502585,0.95,105.38799999999999
44113,0.001,0.45,0.00045,0.0010100220381291183,0.6,6.34793
49840,0.125,0.01,0.005,0.019776325754347745,0.9,35.666
9557,0.05555555555555555,0.45,0.075,0.09101892049150427,0.2,4.58732
17752,0.0025,0.5,0.001,0.003809181092477624,0.05,5.5735800000000015
12271,0.016666666666666666,0.2,0.025,0.025132741228718343,0.1,5.72474
55983,0.05,0.005,0.00016666666666666666,0.003929477911171337,0.95,91.8595
8893,0.05555555555555555,0.45,0.05625,0.08494299303299901,0.3,4.74478
4670,0.1,0.15,0.005,0.11066260122270044,0.3,5.3913800000000025
31369,0.0625,0.1,0.0033333333333333327,0.059323741275287264,0.4,7.205610000000001
36631,0.0125,0.01,1e-05,0.011781098114667871,0.4,8.88981
16806,0.00625,0.5,0.01,0.01158462291011236,0.3,5.45862
42389,0.0005,0.35,0.004375,0.0023954643983622173,0.4,7.0685100000000025
11287,0.03333333333333333,0.15,0.021428571428571432,0.043907497325171636,0.2,6.00744
8284,0.0625,0.25,0.027777777777777776,0.08290313946973066,0.2,5.19949
22422,0.00625,0.35,0.05833333333333333,0.058708512713959264,0.9,7.91282
23958,0.03333333333333333,0.3,0.15,0.13692107981895515,0.95,6.873139999999999
27632,0.125,0.2,0.028571428571428574,0.1071507494349376,0.5,6.40709
53759,0.05555555555555555,0.25,0.016666666666666666,0.02050761871093337,0.9,15.0884
34777,0.025,0.01,0.001,0.023574511272537808,0.4,8.43184
8411,0.0625,0.35,0.00035,0.07861678535975777,0.2,4.99907
37212,0.0125,0.5,0.01,0.017671458676442587,0.5,5.36939
2848,0.16666666666666666,0.3,0.006,0.24899216174801506,0.05,3.28732
55375,0.01,0.5,0.005,0.00942477796076938,0.8,5.49143
11465,0.025,0.1,0.011111111111111113,0.03748094568657823,0.05,5.32076
34264,0.03333333333333333,0.45,0.1125,0.10570150282390656,0.5,4.60454
36153,0.016666666666666666,0.4,0.05,0.04084070449666731,0.4,5.78222
56341,0.05555555555555555,0.35,0.35,0.3699661681914979,0.95,2.98093
736,0.5,0.15,0.0375,0.6318528224532471,0.2,1.78557
42510,0.005,0.025,5e-05,0.003143948848079986,0.6,13.7746
24481,0.5,0.5,0.005,0.24111723616301664,0.7,2.8710000000000004
54305,0.08333333333333333,0.35,0.0875,0.09794569596035677,0.95,7.02122
49728,0.1,0.35,0.06999999999999999,0.09299114254625787,0.8,6.5733
46624,0.5,0.4,0.05,0.13508848410436108,0.9,5.02756
8438,0.0625,0.01,0.0014285714285714286,0.06873580326579211,0.3,6.2646
53853,0.025,0.25,0.0025,0.00942477796076938,0.8,13.6189
36505,0.0125,0.005,0.00016666666666666666,0.01178201964851292,0.4,8.893239999999997
37800,0.016666666666666666,0.005,5e-06,0.01047202263585578,0.6,13.1079
45503,0.0005,0.35,0.0007,0.0007704755982928967,0.95,10.9265
22798,0.00625,0.2,0.0004,0.0012079423753052756,0.9,24.0218
56830,0.001,0.025,0.00025,0.00032986722862692817,0.8,27.9923
46301,0.005,0.45,0.45,0.6047565858160352,0.95,1.83625
43356,0.0025,0.05,5e-05,0.0015755087157752815,0.6,13.8503
16285,0.00625,0.005,5e-06,0.007853997341937752,0.2,6.8522
48692,0.16666666666666666,0.025,0.0035714285714285718,0.0264323881895784,0.9,31.4343
10651,0.03333333333333333,0.15,0.0003,0.04974895226530896,0.05,5.13513
3296,0.125,0.1,0.03333333333333333,0.17776178431562245,0.1,3.95353
22098,0.025,0.45,0.0022500000000000003,0.00678976712257094,0.9,6.644589999999999
39173,0.00625,0.35,0.04375,0.0289615572752809,0.5,6.81232
39640,0.005,0.25,0.0625,0.02434734306532089,0.4,7.35942
14427,0.01,0.1,0.0002,0.014143450126461253,0.1,5.98156
38318,0.016666666666666666,0.2,0.1,0.048171087355043496,0.6,8.85063
45626,0.00625,0.005,0.000625,0.0005002004553137504,0.95,109.645
52410,0.05,0.15,0.00075,0.015990706606772046,0.8,18.6701
48058,0.16666666666666666,0.01,0.002,0.052410143042287305,0.8,15.7672
1110,0.25,0.5,0.03333333333333333,0.2905973204570559,0.3,2.9119
20369,0.0005,0.2,0.2,0.02576105975943631,0.2,5.9833300000000005
31649,0.0625,0.1,0.05,0.05694136684631501,0.5,8.40927
42590,0.001,0.05,0.0025,0.0009817477042468104,0.5,11.1833
29545,0.08333333333333333,0.05,0.0125,0.07932521450314227,0.4,6.77323
6998,0.07142857142857142,0.1,0.0125,0.07971791358484101,0.3,6.00655
53613,0.05555555555555555,0.5,0.25,0.3621558197888234,0.9,2.63083
47864,0.25,0.3,0.00375,0.08136724972797563,0.8,7.544189999999999
903,0.5,0.4,0.008,0.7466309100521502,0.05,1.49591
40577,0.01,0.25,0.25,0.12409290981679685,0.6,5.41328
45327,0.001,0.01,0.002,0.000138230076757951,0.95,112.044
16288,0.005,0.05,0.008333333333333333,0.007526732399225545,0.05,5.8051900000000005
1380,0.25,0.05,0.00025,0.3534331005196687,0.1,2.8061
5314,0.1,0.5,0.025,0.13351768777756626,0.2,4.03549
26107,0.25,0.025,0.025,0.15825772992458584,0.6,6.3034099999999995
59180,0.125,0.4,0.004,0.006939778171779855,0.99,8.490589547
22978,0.0025,0.1,0.0125,0.003926990816987243,0.9,42.8109
8278,0.05555555555555555,0.25,0.003125,0.07878525326580653,0.1,4.89682
14314,0.016666666666666666,0.005,0.00016666666666666666,0.018326742544103856,0.3,7.49291
58250,0.0125,0.01,0.002,0.00025855307539044016,0.99,529.4183586
59616,0.0625,0.01,0.0016666666666666668,0.0010335839830310429,0.99,435.17424860000006
21143,0.03333333333333333,0.35,0.035,0.039872046761810456,0.9,8.62849
30409,0.07142857142857142,0.3,0.0003,0.05624124048351499,0.5,6.70932
59252,0.0125,0.1,0.03333333333333333,0.012304571226560023,0.8,22.65607905
58709,0.03333333333333333,0.1,0.006666666666666667,0.0025970499269675628,0.99,107.0424034
38329,0.025,0.2,0.028571428571428574,0.0243473430653209,0.7,12.1805
36562,0.0125,0.005,5e-06,0.011781003866888259,0.4,8.89258
38644,0.016666666666666666,0.5,0.5,0.481710873550435,0.6,1.9801
57989,0.125,0.1,0.006666666666666667,0.0040369465598628865,0.99,102.1986027
37559,0.0125,0.15,0.021428571428571432,0.014866465235737416,0.5,9.85685
61249,0.05555555555555555,0.15,0.15,0.07085164098470981,0.99,15.62962733
4564,0.1,0.01,2e-05,0.1492256824614417,0.05,4.06698
41574,0.001,0.5,0.5,0.31510174315505624,0.4,2.4971400000000004
53486,0.025,0.005,5e-05,0.0078546099525052,0.8,25.2933
27132,0.16666666666666666,0.3,0.003,0.15821060603478196,0.4,4.59265
11333,0.025,0.2,0.0002,0.03535548372349953,0.1,5.5545300000000015
11699,0.03333333333333333,0.05,0.05,0.03900810878207326,0.3,6.94602
51028,0.08333333333333333,0.35,0.35,0.3594505594482321,0.9,3.0042400000000002
51246,0.25,0.025,0.000625,0.003975587328347462,0.99,242.653
52881,0.1,0.2,0.0025,0.009346238144429642,0.95,25.7704
19055,0.0025,0.45,0.00045,0.0029397453255966487,0.3,5.92876
56391,0.05555555555555555,0.4,0.0008,0.005318367296677125,0.95,8.367980000000001
18868,0.0025,0.25,0.00025,0.003180862561759666,0.2,6.60128
27083,0.16666666666666666,0.25,0.041666666666666664,0.1701696020694471,0.4,4.70385
50787,0.125,0.01,0.0005,0.009832399607572664,0.95,71.3496
15724,0.01,0.25,0.08333333333333333,0.025656340004316644,0.2,6.09644
19625,0.0005,0.4,0.06666666666666668,0.004934918460013967,0.05,5.65454
5990,0.08333333333333333,0.05,0.00125,0.10475902502782963,0.2,5.09509
2399,0.16666666666666666,0.3,0.0006,0.18342921746269844,0.3,4.12275
19020,0.0025,0.45,0.225,0.09817477042468103,0.3,4.34532
42668,0.01,0.025,0.000625,0.004746750150033329,0.7,17.9567
47567,0.25,0.05,0.016666666666666666,0.080634211442138,0.8,12.4494
53161,0.1,0.5,0.01,0.02277654673852601,0.95,5.276669999999998
36020,0.025,0.005,0.000625,0.019639862823457442,0.5,10.1205
25392,0.5,0.3,0.03333333333333333,0.3330088212805181,0.6,3.07822
48535,0.16666666666666666,0.15,0.01,0.030421088862261164,0.9,22.2468
7734,0.0625,0.5,0.16666666666666666,0.14726215563702155,0.3,3.9040800000000004
53630,0.05555555555555555,0.5,0.005,0.01579522973054868,0.9,5.38096
8810,0.05555555555555555,0.45,0.0225,0.08449357075061048,0.05,4.55664
18539,0.005,0.025,0.00025,0.005503677630007618,0.3,7.8717
39487,0.0125,0.25,0.25,0.12566370614359176,0.6,5.39724
9924,0.05,0.5,0.25,0.17278759594743862,0.3,3.6302300000000014
15137,0.0125,0.01,0.0014285714285714286,0.013757931827970728,0.3,7.6158100000000015
47467,0.5,0.15,0.01875,0.04766385104118268,0.95,20.4849
57949,0.125,0.25,0.03125,0.02626175108860218,0.99,16.98007794
26965,0.16666666666666666,0.1,0.1,0.1696460032938488,0.4,5.06651
28021,0.125,0.35,0.04375,0.13705197951285472,0.4,4.7179400000000005
21593,0.03333333333333333,0.1,0.05,0.01937315469713706,0.9,32.0146
49811,0.1,0.5,0.025,0.06283185307179588,0.8,4.7421
24881,0.5,0.05,0.000625,0.2356881713585318,0.7,4.77656
9124,0.05,0.35,0.175,0.08992808970900783,0.1,4.62115
11990,0.016666666666666666,0.5,0.5,0.10210176124166828,0.1,4.08141
48018,0.16666666666666666,0.005,0.00025,0.05236301915248346,0.8,15.7685
4328,0.1,0.15,0.00075,0.14140701232889358,0.1,4.26353
40859,0.0125,0.3,0.0375,0.030630528372500482,0.7,8.912939999999997
40361,0.0025,0.15,0.015,0.005183627878423159,0.4,8.826889999999997
51155,0.0625,0.01,5e-05,0.01963621072199764,0.8,21.93
3995,0.125,0.15,0.00015,0.1570937698464308,0.2,4.4047800000000015
39163,0.0125,0.05,0.0001,0.007863406411935253,0.6,13.2584
56837,0.0005,0.025,0.000125,0.00016493361431346409,0.8,28.0613
41182,0.0025,0.35,0.11666666666666665,0.06610434541928523,0.5,5.8552300000000015
40766,0.01,0.35,0.035,0.029373891311064562,0.6,7.2774899999999985
11119,0.03333333333333333,0.4,0.4,0.187448361664191,0.3,3.51789
19967,0.001,0.4,0.0008,0.0014576989912656645,0.2,6.05775
40460,0.0025,0.25,0.016666666666666666,0.007592182246175335,0.4,7.92403
43068,0.0005,0.25,0.0005,0.0005890486225480862,0.5,9.17169
22496,0.00625,0.3,0.042857142857142864,0.03733446269578584,0.9,10.6619
48827,0.16666666666666666,0.01,0.0005,0.026194075946856087,0.9,31.5523
57250,0.0025,0.35,0.05833333333333333,0.052098078172030736,0.8,7.55583
38938,0.00625,0.45,0.00045,0.006144955230421636,0.4,5.99218
6760,0.07142857142857142,0.3,0.042857142857142864,0.10860934602410427,0.05,4.39687
60396,0.0625,0.45,0.0225,0.0324722870656675,0.99,6.22839796
39383,0.00625,0.2,0.0004,0.005034402227377643,0.5,9.704880000000001
1288,0.25,0.3,0.03,0.2833716573537993,0.3,3.32045
43504,0.0025,0.25,0.0125,0.007461282552275758,0.6,10.1063
61568,0.1,0.3,0.003,0.004369955381143403,0.99,14.93050944
20589,0.0005,0.4,0.04,0.015629423451609222,0.3,6.00246
18976,0.0025,0.45,0.00045,0.00326882715606018,0.2,5.80553
35474,0.025,0.25,0.025,0.029452431127404317,0.5,8.10258
55243,0.01,0.25,0.027777777777777776,0.020594885173533087,0.8,12.5914
25700,0.25,0.4,0.04444444444444445,0.15690509975429026,0.7,4.54557
34201,0.0625,0.005,0.00016666666666666666,0.029454263723118906,0.7,14.6164
17026,0.00625,0.25,0.00625,0.008344855486097888,0.3,7.13201
39876,0.00625,0.01,0.0016666666666666668,0.004934918460013967,0.5,10.9669
29650,0.08333333333333333,0.1,0.0005,0.07860264819281661,0.4,6.708089999999999
5908,0.08333333333333333,0.45,0.225,0.1402590220133943,0.05,4.01088
22005,0.001,0.01,0.000125,0.00016061392441477814,0.9,56.12600000000001
48173,0.25,0.005,1e-05,0.03927004954154182,0.9,25.2427
56014,0.05,0.005,0.0001,0.0039284830734977,0.95,91.7636
45427,0.0005,0.2,0.02,0.011977321991811087,0.95,24.5127
33179,0.05,0.1,0.005,0.04775220833456485,0.4,7.5419199999999975
10387,0.03333333333333333,0.15,0.00375,0.04730060439061132,0.1,5.4062
26410,0.16666666666666666,0.5,0.0005,0.13129239298127346,0.5,3.9357300000000004
14044,0.01,0.005,5e-05,0.014922604374459688,0.05,5.68005
29807,0.1,0.35,0.05833333333333333,0.10131636307827084,0.6,5.74006
37856,0.01,0.3,0.1,0.047123889803846894,0.4,6.32638
30000,0.1,0.5,0.0025,0.06518804756198822,0.6,4.66365
43464,0.0025,0.2,0.025,0.010995574287564277,0.6,11.0243
34395,0.03333333333333333,0.45,0.0045000000000000005,0.033960616585305664,0.4,5.5099300000000015
59706,0.025,0.15,0.005,0.002725331626989146,0.99,54.26989981
9464,0.05,0.05,0.016666666666666666,0.0709476340935695,0.1,5.09936
38708,0.00625,0.15,0.005,0.006832964021557799,0.4,8.741530000000001
30296,0.07142857142857142,0.4,0.04444444444444445,0.08402513684601272,0.5,5.30936
20462,0.0005,0.35,0.0035,0.001398008730847458,0.2,6.272
39959,0.016666666666666666,0.1,0.0002,0.00789796393112474,0.7,16.6048
34407,0.03333333333333333,0.5,0.5,0.34557519189487723,0.4,2.44069
21124,0.005,0.35,0.06999999999999999,0.07005751617505239,0.9,7.53866
13715,0.016666666666666666,0.3,0.0015,0.021226694362755042,0.2,6.06644
25142,0.5,0.2,0.025,0.4775220833456486,0.4,2.3246700000000002
5410,0.08333333333333333,0.05,0.0005,0.1178175784912512,0.1,4.5321
18185,0.001,0.35,0.175,0.020655971697352886,0.1,5.48169
36274,0.016666666666666666,0.45,0.45,0.3311762255659241,0.5,2.57503
45038,0.0005,0.4,0.0008,0.0009393362034233484,0.7,7.53238
31740,0.07142857142857142,0.15,0.0375,0.05548277025714831,0.6,9.495610000000001
27187,0.16666666666666666,0.025,0.00625,0.1050142794309338,0.6,7.88235
4795,0.1,0.25,0.008333333333333333,0.1495529002802641,0.05,4.02911
10343,0.03333333333333333,0.15,0.05,0.04948008429403924,0.1,5.37539
37964,0.01,0.45,0.0045000000000000005,0.011969468010177113,0.4,5.88703
47103,0.5,0.25,0.03571428571428571,0.17951958020513106,0.8,5.5419800000000015
61775,0.16666666666666666,0.005,0.000625,0.00262771318026354,0.99,315.7260964
7063,0.0625,0.45,0.15,0.10956304379394403,0.1,4.31935
25776,0.25,0.005,0.00016666666666666666,0.2356204962167857,0.4,4.20949
44311,0.0005,0.1,0.01,0.0021991148575128553,0.6,13.4934
42664,0.01,0.025,0.0008333333333333334,0.004758203873249542,0.7,17.9635
40358,0.0025,0.15,0.016666666666666666,0.0054977871437821395,0.4,8.81917
23349,0.0005,0.005,0.0025,0.00011388273369262998,0.9,56.2481
17264,0.00625,0.05,0.0016666666666666668,0.006950773746067417,0.3,7.82361
4491,0.1,0.35,0.35,0.2254092728950676,0.3,3.4940900000000004
2752,0.16666666666666666,0.025,5e-05,0.20944029563748293,0.2,3.9478199999999997
51789,0.05555555555555555,0.05,0.00125,0.01761037215262278,0.8,22.16
53428,0.08333333333333333,0.005,0.000125,0.006546850015616811,0.95,81.5615
28984,0.1,0.3,0.03,0.10555751316061704,0.4,5.3905400000000006
20741,0.0005,0.025,0.0125,0.0008443030256522567,0.3,8.03575
52924,0.1,0.25,0.0625,0.054486997585697985,0.95,12.7844
16639,0.00625,0.1,0.001,0.00791681348704628,0.2,6.8109
19854,0.001,0.2,0.022222222222222227,0.0040491638646268455,0.2,6.7361699999999995
37457,0.03333333333333333,0.05,0.0016666666666666668,0.015891222839408373,0.7,16.1722
54254,0.016666666666666666,0.15,0.0375,0.01937315469713706,0.8,18.2939
31362,0.0625,0.35,0.11666666666666665,0.11322823522313212,0.5,5.22325
645,0.5,0.05,0.005555555555555557,0.7461718884588757,0.05,1.5107
1384,0.25,0.05,5e-05,0.3534299589270151,0.1,2.80096
31588,0.07142857142857142,0.05,0.00125,0.04499770477579237,0.6,10.5637
37594,0.03333333333333333,0.025,0.000625,0.015742324437597606,0.7,16.2995
17170,0.0025,0.4,0.0008,0.0036348227002033907,0.1,5.78602
20547,0.0005,0.5,0.0625,0.030002209841782524,0.3,5.148
38135,0.0125,0.005,5e-06,0.009817516312376273,0.5,10.6759
44234,0.005,0.005,0.0005555555555555557,0.002362303142574325,0.7,18.3673
51555,0.125,0.2,0.001,0.010414379646650172,0.95,25.4138
27025,0.16666666666666666,0.15,0.005,0.15802211047556658,0.4,5.09998
7233,0.07142857142857142,0.25,0.041666666666666664,0.09630477479754423,0.2,5.02241
53821,0.05555555555555555,0.15,0.15,0.07234389749516495,0.9,13.0215
27774,0.125,0.05,0.0071428571428571435,0.09873576911282207,0.5,7.11238
7042,0.0625,0.5,0.0125,0.09032078879070657,0.1,4.45865
50580,0.125,0.005,0.0008333333333333334,0.009829912513388573,0.95,71.3284
20441,0.001,0.005,0.00125,0.0011054479149819085,0.3,8.016910000000001
689,0.5,0.1,0.002,0.7461596711541117,0.05,1.51044
32214,0.05555555555555555,0.05,0.008333333333333333,0.052883476335428184,0.4,7.47382
14935,0.0125,0.5,0.08333333333333333,0.04188790204786391,0.2,4.9985300000000015
26613,0.16666666666666666,0.25,0.027777777777777776,0.14180800172453925,0.5,5.4258
6233,0.08333333333333333,0.3,0.0075,0.10613347181377518,0.2,4.77631
42392,0.0005,0.35,0.0035,0.0020106192982974674,0.4,7.07465
27869,0.125,0.1,0.014285714285714287,0.11960492031166856,0.4,5.86474
4322,0.1,0.005,0.00125,0.12566763313440873,0.2,4.82899
48965,0.25,0.45,0.0045000000000000005,0.025678592952279592,0.95,6.21298
47911,0.25,0.4,0.013333333333333334,0.09194394499506127,0.8,5.55474
17425,0.0025,0.15,0.0015,0.0037659841934907646,0.05,5.84542
48940,0.25,0.45,0.225,0.3218168974521045,0.95,3.08542
13184,0.016666666666666666,0.025,0.0027777777777777783,0.020987584255231808,0.2,6.55165
43847,0.005,0.3,0.003,0.004335397861953915,0.7,10.1687
47059,0.5,0.01,0.001,0.07856809067362712,0.9,14.3695
59044,0.025,0.01,1e-05,0.0003930100993714299,0.99,504.056635
6056,0.08333333333333333,0.15,0.03,0.10754718850789058,0.2,5.0118
13512,0.0125,0.2,0.02,0.01928152491140736,0.05,5.5753699999999995
19574,0.0005,0.35,0.05,0.003495021827118645,0.05,5.72121
50359,0.08333333333333333,0.35,0.008749999999999999,0.03387684078120993,0.8,8.18727
58672,0.01,0.025,0.0027777777777777783,0.0003730641276137881,0.99,502.8763714
7557,0.0625,0.025,0.00125,0.0932709406419682,0.05,4.61218
25804,0.25,0.025,0.00625,0.19659497777542376,0.5,5.0471
17561,0.0025,0.025,0.0125,0.003632466505713199,0.1,6.19372
50754,0.07142857142857142,0.15,0.015,0.028094814302102998,0.8,16.9318
32390,0.05555555555555555,0.2,0.02,0.05738642580557355,0.4,6.8994
30034,0.08333333333333333,0.45,0.03,0.0955044166691297,0.4,4.67816
53283,0.03333333333333333,0.25,0.125,0.0890117918517108,0.8,8.34688
34645,0.05555555555555555,0.2,0.03333333333333333,0.04084070449666731,0.7,11.0812
2699,0.16666666666666666,0.1,0.014285714285714287,0.2489338178844483,0.05,3.3210900000000003
14807,0.0125,0.3,0.0006,0.013914113862749192,0.3,6.6947800000000015
1257,0.25,0.2,0.0025,0.3535862531615312,0.1,2.77973
30391,0.08333333333333333,0.05,0.008333333333333333,0.05314527572322733,0.6,10.1348
