,b1,a2,b2,RatioTotalArea,frac,Nc
50524,0.16666666666666666,0.5,0.08333333333333333,0.13744467859455345,0.95,4.01998
56708,0.05,0.05,0.0071428571428571435,0.004992888324455211,0.95,84.7058
7888,0.0625,0.35,0.04375,0.08315403054970483,0.3,5.20301
8716,0.05555555555555555,0.25,0.005,0.08309948901058001,0.05,4.68285
40812,0.0125,0.35,0.017499999999999998,0.0193600647277471,0.7,8.12803
30291,0.07142857142857142,0.025,0.003125,0.06741801734734881,0.4,7.0743100000000005
54672,0.05,0.25,0.125,0.0962112750161874,0.9,9.07115
18073,0.005,0.3,0.0015,0.00592190215201676,0.3,6.89087
52030,0.07142857142857142,0.15,0.05,0.03242572417455178,0.9,21.9335
18171,0.001,0.01,2e-05,0.001492287926381688,0.05,5.90841
52524,0.05,0.4,0.04444444444444445,0.06038839211900381,0.8,6.3642
29968,0.08333333333333333,0.025,0.0008333333333333334,0.06548257187326224,0.5,8.15442
49014,0.125,0.3,0.042857142857142864,0.07158343260679599,0.8,8.22368
24769,0.5,0.05,0.0033333333333333327,0.3929608810865233,0.5,2.86807
47404,0.25,0.4,0.0004,0.039722297511989337,0.9,6.93968
44149,0.005,0.025,0.0035714285714285718,0.0025525440310417073,0.7,18.3559
47307,0.5,0.05,0.00125,0.039456440233679335,0.95,27.9963
53054,0.16666666666666666,0.25,0.03125,0.02691624955810005,0.99,16.9022
22916,0.0005,0.15,0.01,0.004319689898685966,0.9,31.656999999999996
15979,0.005,0.005,0.0005,0.0074616752513574575,0.05,5.80199
36827,0.025,0.025,0.0125,0.016297011890497055,0.6,12.6373
36502,0.016666666666666666,0.25,0.00125,0.013580843242080877,0.5,8.64467
44585,0.0005,0.45,0.045,0.038484510006474966,0.6,5.6222400000000015
35808,0.05,0.25,0.003125,0.02528000338435537,0.7,10.532
19949,0.0005,0.005,0.0001,0.000707015426690383,0.1,6.24895
8962,0.05555555555555555,0.025,0.025,0.07020586916147191,0.2,5.62
4835,0.1,0.005,0.00025,0.1413720621106224,0.1,4.29129
23868,0.025,0.15,0.0075,0.005321072557017714,0.95,40.4706
42170,0.01,0.2,0.04,0.02230530784048753,0.7,12.2668
51996,0.07142857142857142,0.2,0.01,0.016874840539282315,0.9,20.2929
29114,0.1,0.005,0.001,0.0785476703213788,0.5,7.727010000000001
37332,0.025,0.25,0.0125,0.02159844949342983,0.6,9.43233
